Step: 66 | Episode 1 | Return: 2.00 | Elapsed: 0.01 min
Step: 2651 | Episode 63 | Return: 2.00 | Elapsed: 0.12 min
Step: 2690 | Episode 64 | Return: 0.00 | Elapsed: 0.12 min
Step: 2715 | Episode 65 | Return: 0.00 | Elapsed: 0.12 min
Step: 2751 | Episode 66 | Return: 0.00 | Elapsed: 0.13 min
Step: 2787 | Episode 67 | Return: 1.00 | Elapsed: 0.13 min
Step: 2812 | Episode 68 | Return: 0.00 | Elapsed: 0.13 min
Step: 2844 | Episode 69 | Return: 0.00 | Elapsed: 0.13 min
Step: 2880 | Episode 70 | Return: 0.00 | Elapsed: 0.13 min
Step: 2905 | Episode 71 | Return: 0.00 | Elapsed: 0.13 min
Step: 2953 | Episode 72 | Return: 0.00 | Elapsed: 0.14 min
Step: 2987 | Episode 73 | Return: 0.00 | Elapsed: 0.14 min
Step: 3012 | Episode 74 | Return: 0.00 | Elapsed: 0.14 min
Step: 3054 | Episode 75 | Return: 0.00 | Elapsed: 0.14 min
Step: 3084 | Episode 76 | Return: 0.00 | Elapsed: 0.14 min
Step: 3135 | Episode 77 | Return: 1.00 | Elapsed: 0.15 min
Step: 3196 | Episode 78 | Return: 1.00 | Elapsed: 0.15 min
Step: 3257 | Episode 79 | Return: 0.00 | Elapsed: 0.15 min
Step: 3291 | Episode 80 | Return: 1.00 | Elapsed: 0.15 min
Step: 3316 | Episode 81 | Return: 0.00 | Elapsed: 0.15 min
Step: 3348 | Episode 82 | Return: 0.00 | Elapsed: 0.15 min
Step: 3369 | Episode 83 | Return: 0.00 | Elapsed: 0.16 min
Step: 3410 | Episode 84 | Return: 1.00 | Elapsed: 0.16 min
Step: 3469 | Episode 85 | Return: 1.00 | Elapsed: 0.16 min
Step: 3515 | Episode 86 | Return: 1.00 | Elapsed: 0.16 min
Step: 3560 | Episode 87 | Return: 1.00 | Elapsed: 0.16 min
Step: 3594 | Episode 88 | Return: 0.00 | Elapsed: 0.17 min
Step: 3640 | Episode 89 | Return: 0.00 | Elapsed: 0.17 min
Step: 3685 | Episode 90 | Return: 1.00 | Elapsed: 0.17 min
Step: 3719 | Episode 91 | Return: 0.00 | Elapsed: 0.17 min
Step: 3744 | Episode 92 | Return: 0.00 | Elapsed: 0.17 min
Step: 3778 | Episode 93 | Return: 0.00 | Elapsed: 0.17 min
Step: 3819 | Episode 94 | Return: 2.00 | Elapsed: 0.18 min
Step: 3872 | Episode 95 | Return: 0.00 | Elapsed: 0.18 min
Step: 3906 | Episode 96 | Return: 1.00 | Elapsed: 0.18 min
Step: 3931 | Episode 97 | Return: 0.00 | Elapsed: 0.18 min
Step: 3956 | Episode 98 | Return: 0.00 | Elapsed: 0.18 min
Step: 3997 | Episode 99 | Return: 1.00 | Elapsed: 0.19 min
Step: 4043 | Episode 100 | Return: 0.00 | Elapsed: 0.19 min
Step: 4075 | Episode 101 | Return: 0.00 | Elapsed: 0.19 min
Step: 4109 | Episode 102 | Return: 0.00 | Elapsed: 0.19 min
Step: 4132 | Episode 103 | Return: 0.00 | Elapsed: 0.19 min
Step: 4155 | Episode 104 | Return: 0.00 | Elapsed: 0.19 min
Step: 4176 | Episode 105 | Return: 0.00 | Elapsed: 0.19 min
Step: 4201 | Episode 106 | Return: 0.00 | Elapsed: 0.20 min
Step: 4235 | Episode 107 | Return: 0.00 | Elapsed: 0.20 min
Step: 4271 | Episode 108 | Return: 0.00 | Elapsed: 0.20 min
Step: 4312 | Episode 109 | Return: 0.00 | Elapsed: 0.20 min
Step: 4348 | Episode 110 | Return: 0.00 | Elapsed: 0.20 min
Step: 4403 | Episode 111 | Return: 2.00 | Elapsed: 0.20 min
Step: 4453 | Episode 112 | Return: 0.00 | Elapsed: 0.21 min
Step: 4485 | Episode 113 | Return: 0.00 | Elapsed: 0.21 min
Step: 4510 | Episode 114 | Return: 0.00 | Elapsed: 0.21 min
Step: 4544 | Episode 115 | Return: 0.00 | Elapsed: 0.21 min
Step: 4580 | Episode 116 | Return: 0.00 | Elapsed: 0.21 min
Step: 4621 | Episode 117 | Return: 0.00 | Elapsed: 0.21 min
Step: 4653 | Episode 118 | Return: 0.00 | Elapsed: 0.22 min
Step: 4678 | Episode 119 | Return: 0.00 | Elapsed: 0.22 min
Step: 4722 | Episode 120 | Return: 1.00 | Elapsed: 0.22 min
Step: 4754 | Episode 121 | Return: 0.00 | Elapsed: 0.22 min
Step: 4803 | Episode 122 | Return: 0.00 | Elapsed: 0.22 min
Step: 4835 | Episode 123 | Return: 0.00 | Elapsed: 0.22 min
Step: 4894 | Episode 124 | Return: 0.00 | Elapsed: 0.23 min
Step: 4937 | Episode 125 | Return: 1.00 | Elapsed: 0.23 min
Step: 4971 | Episode 126 | Return: 0.00 | Elapsed: 0.23 min
Step: 5045 | Episode 127 | Return: 2.00 | Elapsed: 0.23 min
Step: 5086 | Episode 128 | Return: 0.00 | Elapsed: 0.24 min
Step: 5132 | Episode 129 | Return: 0.00 | Elapsed: 0.24 min
Step: 5155 | Episode 130 | Return: 0.00 | Elapsed: 0.24 min
Step: 5199 | Episode 131 | Return: 1.00 | Elapsed: 0.24 min
Step: 5220 | Episode 132 | Return: 0.00 | Elapsed: 0.24 min
Step: 5245 | Episode 133 | Return: 0.00 | Elapsed: 0.24 min
Step: 5275 | Episode 134 | Return: 0.00 | Elapsed: 0.25 min
Step: 5307 | Episode 135 | Return: 1.00 | Elapsed: 0.25 min
Step: 5342 | Episode 136 | Return: 0.00 | Elapsed: 0.25 min
Step: 5367 | Episode 137 | Return: 0.00 | Elapsed: 0.25 min
Step: 5408 | Episode 138 | Return: 0.00 | Elapsed: 0.25 min
Step: 5431 | Episode 139 | Return: 0.00 | Elapsed: 0.25 min
Step: 5463 | Episode 140 | Return: 0.00 | Elapsed: 0.26 min
Step: 5488 | Episode 141 | Return: 0.00 | Elapsed: 0.26 min
Step: 5516 | Episode 142 | Return: 1.00 | Elapsed: 0.26 min
Step: 5552 | Episode 143 | Return: 0.00 | Elapsed: 0.26 min
Step: 5584 | Episode 144 | Return: 0.00 | Elapsed: 0.26 min
Step: 5609 | Episode 145 | Return: 0.00 | Elapsed: 0.26 min
Step: 5643 | Episode 146 | Return: 0.00 | Elapsed: 0.26 min
Step: 5680 | Episode 147 | Return: 0.00 | Elapsed: 0.27 min
Step: 5712 | Episode 148 | Return: 0.00 | Elapsed: 0.27 min
Step: 5735 | Episode 149 | Return: 0.00 | Elapsed: 0.27 min
Step: 5758 | Episode 150 | Return: 0.00 | Elapsed: 0.27 min
Step: 5805 | Episode 151 | Return: 0.00 | Elapsed: 0.27 min
Step: 5849 | Episode 152 | Return: 0.00 | Elapsed: 0.27 min
Step: 5874 | Episode 153 | Return: 0.00 | Elapsed: 0.28 min
Step: 5908 | Episode 154 | Return: 0.00 | Elapsed: 0.28 min
Step: 5938 | Episode 155 | Return: 0.00 | Elapsed: 0.28 min
Step: 5997 | Episode 156 | Return: 0.00 | Elapsed: 0.28 min
Step: 6052 | Episode 157 | Return: 0.00 | Elapsed: 0.28 min
Step: 6108 | Episode 158 | Return: 1.00 | Elapsed: 0.29 min
Step: 6133 | Episode 159 | Return: 0.00 | Elapsed: 0.29 min
Step: 6165 | Episode 160 | Return: 1.00 | Elapsed: 0.29 min
Step: 6209 | Episode 161 | Return: 0.00 | Elapsed: 0.29 min
Step: 6252 | Episode 162 | Return: 2.00 | Elapsed: 0.29 min
Step: 6299 | Episode 163 | Return: 0.00 | Elapsed: 0.30 min
Step: 6345 | Episode 164 | Return: 1.00 | Elapsed: 0.30 min
Step: 6389 | Episode 165 | Return: 0.00 | Elapsed: 0.30 min
Step: 6414 | Episode 166 | Return: 0.00 | Elapsed: 0.30 min
Step: 6465 | Episode 167 | Return: 0.00 | Elapsed: 0.30 min
Step: 6506 | Episode 168 | Return: 0.00 | Elapsed: 0.30 min
Step: 6536 | Episode 169 | Return: 0.00 | Elapsed: 0.31 min
Step: 6582 | Episode 170 | Return: 1.00 | Elapsed: 0.31 min
Step: 6605 | Episode 171 | Return: 0.00 | Elapsed: 0.31 min
Step: 6646 | Episode 172 | Return: 0.00 | Elapsed: 0.31 min
Step: 6690 | Episode 173 | Return: 0.00 | Elapsed: 0.31 min
Step: 6722 | Episode 174 | Return: 0.00 | Elapsed: 0.32 min
Step: 6745 | Episode 175 | Return: 0.00 | Elapsed: 0.32 min
Step: 6779 | Episode 176 | Return: 0.00 | Elapsed: 0.32 min
Step: 6831 | Episode 177 | Return: 0.00 | Elapsed: 0.32 min
Step: 6882 | Episode 178 | Return: 1.00 | Elapsed: 0.32 min
Step: 6907 | Episode 179 | Return: 0.00 | Elapsed: 0.33 min
Step: 6944 | Episode 180 | Return: 1.00 | Elapsed: 0.33 min
Step: 6967 | Episode 181 | Return: 0.00 | Elapsed: 0.33 min
Step: 7040 | Episode 182 | Return: 1.00 | Elapsed: 0.33 min
Step: 7063 | Episode 183 | Return: 0.00 | Elapsed: 0.33 min
Step: 7093 | Episode 184 | Return: 0.00 | Elapsed: 0.33 min
Step: 7116 | Episode 185 | Return: 0.00 | Elapsed: 0.34 min
Step: 7159 | Episode 186 | Return: 0.00 | Elapsed: 0.34 min
Step: 7184 | Episode 187 | Return: 0.00 | Elapsed: 0.34 min
Step: 7209 | Episode 188 | Return: 0.00 | Elapsed: 0.34 min
Step: 7243 | Episode 189 | Return: 0.00 | Elapsed: 0.34 min
Step: 7295 | Episode 190 | Return: 0.00 | Elapsed: 0.34 min
Step: 7352 | Episode 191 | Return: 0.00 | Elapsed: 0.35 min
Step: 7377 | Episode 192 | Return: 0.00 | Elapsed: 0.35 min
Step: 7422 | Episode 193 | Return: 1.00 | Elapsed: 0.35 min
Step: 7482 | Episode 194 | Return: 2.00 | Elapsed: 0.35 min
Step: 7543 | Episode 195 | Return: 0.00 | Elapsed: 0.35 min
Step: 7588 | Episode 196 | Return: 0.00 | Elapsed: 0.36 min
Step: 7624 | Episode 197 | Return: 0.00 | Elapsed: 0.36 min
Step: 7649 | Episode 198 | Return: 0.00 | Elapsed: 0.36 min
Step: 7692 | Episode 199 | Return: 0.00 | Elapsed: 0.36 min
Step: 7753 | Episode 200 | Return: 0.00 | Elapsed: 0.36 min
Step: 7785 | Episode 201 | Return: 0.00 | Elapsed: 0.37 min
Step: 7821 | Episode 202 | Return: 0.00 | Elapsed: 0.37 min
Step: 7867 | Episode 203 | Return: 0.00 | Elapsed: 0.37 min
Step: 7901 | Episode 204 | Return: 0.00 | Elapsed: 0.37 min
Step: 7922 | Episode 205 | Return: 0.00 | Elapsed: 0.37 min
Step: 7973 | Episode 206 | Return: 0.00 | Elapsed: 0.38 min
Step: 8009 | Episode 207 | Return: 0.00 | Elapsed: 0.38 min
Step: 8068 | Episode 208 | Return: 0.00 | Elapsed: 0.38 min
Step: 8109 | Episode 209 | Return: 2.00 | Elapsed: 0.38 min
Step: 8160 | Episode 210 | Return: 0.00 | Elapsed: 0.38 min
Step: 8181 | Episode 211 | Return: 0.00 | Elapsed: 0.38 min
Step: 8220 | Episode 212 | Return: 0.00 | Elapsed: 0.39 min
Step: 8261 | Episode 213 | Return: 0.00 | Elapsed: 0.39 min
Step: 8319 | Episode 214 | Return: 0.00 | Elapsed: 0.39 min
Step: 8349 | Episode 215 | Return: 0.00 | Elapsed: 0.39 min
Step: 8403 | Episode 216 | Return: 0.00 | Elapsed: 0.39 min
Step: 8461 | Episode 217 | Return: 1.00 | Elapsed: 0.40 min
Step: 8498 | Episode 218 | Return: 0.00 | Elapsed: 0.40 min
Step: 8523 | Episode 219 | Return: 0.00 | Elapsed: 0.40 min
Step: 8557 | Episode 220 | Return: 0.00 | Elapsed: 0.40 min
Step: 8613 | Episode 221 | Return: 0.00 | Elapsed: 0.40 min
Step: 8662 | Episode 222 | Return: 1.00 | Elapsed: 0.41 min
Step: 8703 | Episode 223 | Return: 0.00 | Elapsed: 0.41 min
Step: 8739 | Episode 224 | Return: 0.00 | Elapsed: 0.41 min
Step: 8760 | Episode 225 | Return: 0.00 | Elapsed: 0.41 min
Step: 8820 | Episode 226 | Return: 2.00 | Elapsed: 0.41 min
Step: 8843 | Episode 227 | Return: 0.00 | Elapsed: 0.42 min
Step: 8879 | Episode 228 | Return: 0.00 | Elapsed: 0.42 min
Step: 8920 | Episode 229 | Return: 0.00 | Elapsed: 0.42 min
Step: 8956 | Episode 230 | Return: 1.00 | Elapsed: 0.42 min
Step: 9004 | Episode 231 | Return: 1.00 | Elapsed: 0.42 min
Step: 9075 | Episode 232 | Return: 1.00 | Elapsed: 0.43 min
Step: 9125 | Episode 233 | Return: 1.00 | Elapsed: 0.43 min
Step: 9155 | Episode 234 | Return: 0.00 | Elapsed: 0.43 min
Step: 9200 | Episode 235 | Return: 0.00 | Elapsed: 0.43 min
Step: 9246 | Episode 236 | Return: 0.00 | Elapsed: 0.43 min
Step: 9267 | Episode 237 | Return: 0.00 | Elapsed: 0.44 min
Step: 9313 | Episode 238 | Return: 0.00 | Elapsed: 0.44 min
Step: 9379 | Episode 239 | Return: 0.00 | Elapsed: 0.44 min
Step: 9409 | Episode 240 | Return: 0.00 | Elapsed: 0.44 min
Step: 9441 | Episode 241 | Return: 0.00 | Elapsed: 0.44 min
Step: 9502 | Episode 242 | Return: 2.00 | Elapsed: 0.45 min
Step: 9527 | Episode 243 | Return: 0.00 | Elapsed: 0.45 min
Step: 9574 | Episode 244 | Return: 0.00 | Elapsed: 0.45 min
Step: 9616 | Episode 245 | Return: 1.00 | Elapsed: 0.45 min
Step: 9657 | Episode 246 | Return: 0.00 | Elapsed: 0.45 min
Step: 9698 | Episode 247 | Return: 0.00 | Elapsed: 0.45 min
Step: 9757 | Episode 248 | Return: 4.00 | Elapsed: 0.46 min
Step: 9798 | Episode 249 | Return: 0.00 | Elapsed: 0.46 min
Step: 9844 | Episode 250 | Return: 1.00 | Elapsed: 0.46 min
Step: 9878 | Episode 251 | Return: 0.00 | Elapsed: 0.46 min
Step: 9910 | Episode 252 | Return: 0.00 | Elapsed: 0.47 min
Step: 9933 | Episode 253 | Return: 0.00 | Elapsed: 0.47 min
Step: 9967 | Episode 254 | Return: 0.00 | Elapsed: 0.47 min
Step: 10018 | Episode 255 | Return: 0.00 | Elapsed: 0.47 min
Step: 10061 | Episode 256 | Return: 0.00 | Elapsed: 0.47 min
Step: 10095 | Episode 257 | Return: 0.00 | Elapsed: 0.47 min
Step: 10150 | Episode 258 | Return: 1.00 | Elapsed: 0.48 min
Step: 10198 | Episode 259 | Return: 0.00 | Elapsed: 0.48 min
Step: 10241 | Episode 260 | Return: 0.00 | Elapsed: 0.48 min
Step: 10264 | Episode 261 | Return: 0.00 | Elapsed: 0.48 min
Step: 10322 | Episode 262 | Return: 0.00 | Elapsed: 0.48 min
Step: 10347 | Episode 263 | Return: 0.00 | Elapsed: 0.49 min
Step: 10401 | Episode 264 | Return: 0.00 | Elapsed: 0.49 min
Step: 10451 | Episode 265 | Return: 0.00 | Elapsed: 0.49 min
Step: 10504 | Episode 266 | Return: 0.00 | Elapsed: 0.49 min
Step: 10538 | Episode 267 | Return: 0.00 | Elapsed: 0.49 min
Step: 10570 | Episode 268 | Return: 0.00 | Elapsed: 0.50 min
Step: 10602 | Episode 269 | Return: 0.00 | Elapsed: 0.50 min
Step: 10664 | Episode 270 | Return: 1.00 | Elapsed: 0.50 min
Step: 10689 | Episode 271 | Return: 0.00 | Elapsed: 0.50 min
Step: 10752 | Episode 272 | Return: 2.00 | Elapsed: 0.50 min
Step: 10788 | Episode 273 | Return: 0.00 | Elapsed: 0.51 min
Step: 10832 | Episode 274 | Return: 0.00 | Elapsed: 0.51 min
Step: 10857 | Episode 275 | Return: 0.00 | Elapsed: 0.51 min
Step: 10897 | Episode 276 | Return: 0.00 | Elapsed: 0.51 min
Step: 10940 | Episode 277 | Return: 0.00 | Elapsed: 0.51 min
Step: 10968 | Episode 278 | Return: 1.00 | Elapsed: 0.51 min
Step: 10998 | Episode 279 | Return: 1.00 | Elapsed: 0.52 min
Step: 11019 | Episode 280 | Return: 0.00 | Elapsed: 0.52 min
Step: 11055 | Episode 281 | Return: 1.00 | Elapsed: 0.52 min
Step: 11078 | Episode 282 | Return: 0.00 | Elapsed: 0.52 min
Step: 11119 | Episode 283 | Return: 0.00 | Elapsed: 0.52 min
Step: 11140 | Episode 284 | Return: 0.00 | Elapsed: 0.52 min
Step: 11211 | Episode 285 | Return: 0.00 | Elapsed: 0.53 min
Step: 11250 | Episode 286 | Return: 2.00 | Elapsed: 0.53 min
Step: 11296 | Episode 287 | Return: 0.00 | Elapsed: 0.53 min
Step: 11319 | Episode 288 | Return: 0.00 | Elapsed: 0.53 min
Step: 11340 | Episode 289 | Return: 0.00 | Elapsed: 0.53 min
Step: 11374 | Episode 290 | Return: 0.00 | Elapsed: 0.54 min
Step: 11419 | Episode 291 | Return: 0.00 | Elapsed: 0.54 min
Step: 11453 | Episode 292 | Return: 0.00 | Elapsed: 0.54 min
Step: 11489 | Episode 293 | Return: 0.00 | Elapsed: 0.54 min
Step: 11521 | Episode 294 | Return: 0.00 | Elapsed: 0.54 min
Step: 11557 | Episode 295 | Return: 0.00 | Elapsed: 0.54 min
Step: 11608 | Episode 296 | Return: 1.00 | Elapsed: 0.55 min
Step: 11659 | Episode 297 | Return: 1.00 | Elapsed: 0.55 min
Step: 11712 | Episode 298 | Return: 1.00 | Elapsed: 0.55 min
Step: 11731 | Episode 299 | Return: 0.00 | Elapsed: 0.55 min
Step: 11791 | Episode 300 | Return: 1.00 | Elapsed: 0.56 min
Step: 11812 | Episode 301 | Return: 0.00 | Elapsed: 0.56 min
Step: 11846 | Episode 302 | Return: 0.00 | Elapsed: 0.56 min
Step: 11895 | Episode 303 | Return: 0.00 | Elapsed: 0.56 min
Step: 11932 | Episode 304 | Return: 0.00 | Elapsed: 0.56 min
Step: 11964 | Episode 305 | Return: 0.00 | Elapsed: 0.56 min
Step: 12027 | Episode 306 | Return: 3.00 | Elapsed: 0.57 min
Step: 12085 | Episode 307 | Return: 1.00 | Elapsed: 0.57 min
Step: 12119 | Episode 308 | Return: 0.00 | Elapsed: 0.57 min
Step: 12151 | Episode 309 | Return: 0.00 | Elapsed: 0.57 min
Step: 12198 | Episode 310 | Return: 0.00 | Elapsed: 0.57 min
Step: 12271 | Episode 311 | Return: 1.00 | Elapsed: 0.58 min
Step: 12317 | Episode 312 | Return: 1.00 | Elapsed: 0.58 min
Step: 12360 | Episode 313 | Return: 0.00 | Elapsed: 0.58 min
Step: 12395 | Episode 314 | Return: 0.00 | Elapsed: 0.58 min
Step: 12482 | Episode 315 | Return: 3.00 | Elapsed: 0.59 min
Step: 12514 | Episode 316 | Return: 0.00 | Elapsed: 0.59 min
Step: 12539 | Episode 317 | Return: 0.00 | Elapsed: 0.59 min
Step: 12583 | Episode 318 | Return: 1.00 | Elapsed: 0.59 min
Step: 12608 | Episode 319 | Return: 0.00 | Elapsed: 0.59 min
Step: 12629 | Episode 320 | Return: 0.00 | Elapsed: 0.60 min
Step: 12670 | Episode 321 | Return: 0.00 | Elapsed: 0.60 min
Step: 12724 | Episode 322 | Return: 1.00 | Elapsed: 0.60 min
Step: 12769 | Episode 323 | Return: 0.00 | Elapsed: 0.60 min
Step: 12803 | Episode 324 | Return: 0.00 | Elapsed: 0.60 min
Step: 12850 | Episode 325 | Return: 1.00 | Elapsed: 0.61 min
Step: 12873 | Episode 326 | Return: 0.00 | Elapsed: 0.61 min
Step: 12930 | Episode 327 | Return: 0.00 | Elapsed: 0.61 min
Step: 12995 | Episode 328 | Return: 1.00 | Elapsed: 0.61 min
Step: 13018 | Episode 329 | Return: 0.00 | Elapsed: 0.61 min
Step: 13043 | Episode 330 | Return: 0.00 | Elapsed: 0.61 min
Step: 13084 | Episode 331 | Return: 1.00 | Elapsed: 0.62 min
Step: 13139 | Episode 332 | Return: 2.00 | Elapsed: 0.62 min
Step: 13198 | Episode 333 | Return: 0.00 | Elapsed: 0.62 min
Step: 13226 | Episode 334 | Return: 0.00 | Elapsed: 0.62 min
Step: 13276 | Episode 335 | Return: 0.00 | Elapsed: 0.63 min
Step: 13330 | Episode 336 | Return: 0.00 | Elapsed: 0.63 min
Step: 13362 | Episode 337 | Return: 0.00 | Elapsed: 0.63 min
Step: 13413 | Episode 338 | Return: 1.00 | Elapsed: 0.63 min
Step: 13438 | Episode 339 | Return: 0.00 | Elapsed: 0.63 min
Step: 13496 | Episode 340 | Return: 0.00 | Elapsed: 0.64 min
Step: 13549 | Episode 341 | Return: 1.00 | Elapsed: 0.64 min
Step: 13583 | Episode 342 | Return: 0.00 | Elapsed: 0.64 min
Step: 13642 | Episode 343 | Return: 1.00 | Elapsed: 0.64 min
Step: 13676 | Episode 344 | Return: 0.00 | Elapsed: 0.65 min
Step: 13719 | Episode 345 | Return: 0.00 | Elapsed: 0.65 min
Step: 13753 | Episode 346 | Return: 0.00 | Elapsed: 0.65 min
Step: 13806 | Episode 347 | Return: 0.00 | Elapsed: 0.65 min
Step: 13838 | Episode 348 | Return: 0.00 | Elapsed: 0.65 min
Step: 13885 | Episode 349 | Return: 0.00 | Elapsed: 0.66 min
Step: 13921 | Episode 350 | Return: 0.00 | Elapsed: 0.66 min
Step: 13960 | Episode 351 | Return: 2.00 | Elapsed: 0.66 min
Step: 13990 | Episode 352 | Return: 0.00 | Elapsed: 0.66 min
Step: 14037 | Episode 353 | Return: 0.00 | Elapsed: 0.66 min
Step: 14096 | Episode 354 | Return: 0.00 | Elapsed: 0.67 min
Step: 14121 | Episode 355 | Return: 0.00 | Elapsed: 0.67 min
Step: 14142 | Episode 356 | Return: 0.00 | Elapsed: 0.67 min
Step: 14205 | Episode 357 | Return: 1.00 | Elapsed: 0.67 min
Step: 14237 | Episode 358 | Return: 1.00 | Elapsed: 0.67 min
Step: 14270 | Episode 359 | Return: 0.00 | Elapsed: 0.68 min
Step: 14312 | Episode 360 | Return: 1.00 | Elapsed: 0.68 min
Step: 14358 | Episode 361 | Return: 0.00 | Elapsed: 0.68 min
Step: 14402 | Episode 362 | Return: 0.00 | Elapsed: 0.68 min
Step: 14443 | Episode 363 | Return: 0.00 | Elapsed: 0.68 min
Step: 14477 | Episode 364 | Return: 0.00 | Elapsed: 0.69 min
Step: 14502 | Episode 365 | Return: 0.00 | Elapsed: 0.69 min
Step: 14543 | Episode 366 | Return: 1.00 | Elapsed: 0.69 min
Step: 14586 | Episode 367 | Return: 2.00 | Elapsed: 0.69 min
Step: 14643 | Episode 368 | Return: 1.00 | Elapsed: 0.69 min
Step: 14686 | Episode 369 | Return: 0.00 | Elapsed: 0.70 min
Step: 14737 | Episode 370 | Return: 1.00 | Elapsed: 0.70 min
Step: 14795 | Episode 371 | Return: 1.00 | Elapsed: 0.70 min
Step: 14836 | Episode 372 | Return: 0.00 | Elapsed: 0.70 min
Step: 14861 | Episode 373 | Return: 0.00 | Elapsed: 0.70 min
Step: 14882 | Episode 374 | Return: 0.00 | Elapsed: 0.71 min
Step: 14952 | Episode 375 | Return: 0.00 | Elapsed: 0.71 min
Step: 14986 | Episode 376 | Return: 0.00 | Elapsed: 0.71 min
Step: 15025 | Episode 377 | Return: 2.00 | Elapsed: 0.71 min
Step: 15076 | Episode 378 | Return: 1.00 | Elapsed: 0.72 min
